C�digo,Fecha,Tipo confirmado,Direccion,Tipo clase de accidente,Tipo confirmado_1,Medio de reporte,Numero vehiculos,Tipo de vehiculos implicados,Qgis_ID,Qgis_Ciudad,Qgis_Pais,Qgis_result_num,Qgis_osm_id,Qgis_display_na,Qgis_category,Qgis_type,lat,lon
AI013298,27/10/2024,Negativo,CALLE 13  & CARRERA 98,CHOQUE,NEGATIVO,AGENTE RADIO,2,MOTOCICLETA,8933,Cali,Colombia,0,128574675,"Carrera 98, Lili, Comuna 17, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760026, Colombia",highway,tertiary,3.37078172,-76.5235806
AI012331,02/10/2024,Negativo,CALLE 16  & CARRERA 98,CHOQUE,NEGATIVO,CAT 127,2,AUTOMOVIL,8759,Cali,Colombia,0,128574675,"Carrera 98, Lili, Comuna 17, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760026, Colombia",highway,tertiary,3.37078172,-76.5235806
AI000000148,01/12/2023,Con fallecido,CALLE 25   CARRERA 98,CHOQUE,.,AGENTE RADIO,2,MOTOCICLETA,4566,Cali,Colombia,0,128574675,"Carrera 98, Lili, Comuna 17, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760026, Colombia",highway,tertiary,3.37078172,-76.5235806
AI000000656,15/12/2023,Negativo,CALLE 25   CARRERA 98,CHOQUE,Negativo,AGENTE RADIO,2,CAMION,4566,Cali,Colombia,0,128574675,"Carrera 98, Lili, Comuna 17, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760026, Colombia",highway,tertiary,3.37078172,-76.5235806
AI000001241,26/12/2023,Negativo,CALLE 25   CARRERA 98,OTRO,POSITIVO,CAT 127,1,MOTOCICLETA,4566,Cali,Colombia,0,128574675,"Carrera 98, Lili, Comuna 17, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760026, Colombia",highway,tertiary,3.37078172,-76.5235806
AI011208,05/09/2024,Negativo,CALLE 25  & CARRERA 98,VOLCAMIENTO,NEGATIVO,AGENTE RADIO,1,MOTOCICLETA,8277,Cali,Colombia,0,128574675,"Carrera 98, Lili, Comuna 17, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760026, Colombia",highway,tertiary,3.37078172,-76.5235806
AI011707,16/09/2024,Con lesionado,CALLE 25  & CARRERA 98,ATROPELLO,CON HERIDOS,AGENTE CAD 123,1,MOTOCICLETA,8277,Cali,Colombia,0,128574675,"Carrera 98, Lili, Comuna 17, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760026, Colombia",highway,tertiary,3.37078172,-76.5235806
AI011844,19/09/2024,Negativo,CALLE 25  & CARRERA 98,CHOQUE,NEGATIVO,CAT 127,1,AUTOMOVIL,8277,Cali,Colombia,0,128574675,"Carrera 98, Lili, Comuna 17, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760026, Colombia",highway,tertiary,3.37078172,-76.5235806
AI012070,25/09/2024,Con fallecido,CALLE 25  & CARRERA 98,CHOQUE,CON MUERTOS,CAT 127,1,MOTOCICLETA,8277,Cali,Colombia,0,128574675,"Carrera 98, Lili, Comuna 17, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760026, Colombia",highway,tertiary,3.37078172,-76.5235806
AI012966,20/10/2024,Negativo,CALLE 25  & CARRERA 98,CHOQUE,NEGATIVO,CAT 127,2,MOTOCICLETA,8277,Cali,Colombia,0,128574675,"Carrera 98, Lili, Comuna 17, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760026, Colombia",highway,tertiary,3.37078172,-76.5235806
AI013536,02/11/2024,Con fallecido,CALLE 25  & CARRERA 98,OTRO,CON MUERTOS,CAT 127,1,MOTOCICLETA,8277,Cali,Colombia,0,128574675,"Carrera 98, Lili, Comuna 17, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760026, Colombia",highway,tertiary,3.37078172,-76.5235806
AI013542,02/11/2024,Con lesionado,CALLE 25  & CARRERA 98,CHOQUE,CON HERIDOS,CAT 127,2,AUTOMOVIL,8277,Cali,Colombia,0,128574675,"Carrera 98, Lili, Comuna 17, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760026, Colombia",highway,tertiary,3.37078172,-76.5235806
117140,11/05/2016,Negativo,Calle 25 Carrera 98,.,Negativo,.,3,AUTOMOVIL,155,Cali,Colombia,0,128574675,"Carrera 98, Lili, Comuna 17, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760026, Colombia",highway,tertiary,3.37078172,-76.5235806
132097,05/08/2016,Con lesionado,Calle 25 Carrera 98,.,Choque con Lesionados,.,3,AUTOMOVIL,155,Cali,Colombia,0,128574675,"Carrera 98, Lili, Comuna 17, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760026, Colombia",highway,tertiary,3.37078172,-76.5235806
AI007798,03/06/2024,Con lesionado,CALLE 45 CARRERA 98,CHOQUE,CON HERIDOS,CAT 127,2,MOTOCICLETA,6958,Cali,Colombia,0,128574675,"Carrera 98, Lili, Comuna 17, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760026, Colombia",highway,tertiary,3.37078172,-76.5235806
AI012607,10/10/2024,Con lesionado,CALLE 48  & CARRERA 98,CHOQUE,CON HERIDOS,AGENTE RADIO,2,MOTOCICLETA,8871,Cali,Colombia,0,128574675,"Carrera 98, Lili, Comuna 17, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760026, Colombia",highway,tertiary,3.37078172,-76.5235806
AI012799,15/10/2024,Con lesionado,CALLE 50  & CARRERA 98,CHOQUE,CON HERIDOS,AGENTE RADIO,2,MOTOCICLETA,9282,Cali,Colombia,0,128574675,"Carrera 98, Lili, Comuna 17, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760026, Colombia",highway,tertiary,3.37078172,-76.5235806
AI007031,14/05/2024,Con lesionado,CALLE 55 CARRERA 98,CHOQUE,CON HERIDOS,CAT 127,2,MOTOCICLETA,6642,Cali,Colombia,0,128574675,"Carrera 98, Lili, Comuna 17, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760026, Colombia",highway,tertiary,3.37078172,-76.5235806
AI012809,16/10/2024,Con lesionado,CALLE 60  & CARRERA 98,CHOQUE,CON HERIDOS,CAT 127,2,MOTOCICLETA,9301,Cali,Colombia,0,128574675,"Carrera 98, Lili, Comuna 17, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760026, Colombia",highway,tertiary,3.37078172,-76.5235806
AI011239,06/09/2024,Con lesionado,CARRERA 98  & CALLE 34,CHOQUE,CON HERIDOS,CAT 127,2,CAMIONETA,8291,Cali,Colombia,0,128574675,"Carrera 98, Lili, Comuna 17, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760026, Colombia",highway,tertiary,3.37078172,-76.5235806
AI012622,10/10/2024,Con lesionado,CARRERA 98  & CALLE 42,CHOQUE,CON HERIDOS,CAT 127,2,CICLOMOTOR,8937,Cali,Colombia,0,128574675,"Carrera 98, Lili, Comuna 17, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760026, Colombia",highway,tertiary,3.37078172,-76.5235806
AI006792,08/05/2024,Con lesionado,CARRERA 98 CALLE 25,ATROPELLO,CON HERIDOS,CAT 127,1,MOTOCICLETA,6509,Cali,Colombia,0,128574675,"Carrera 98, Lili, Comuna 17, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760026, Colombia",highway,tertiary,3.37078172,-76.5235806
AI007185,18/05/2024,Negativo,CARRERA 98 CALLE 42,CHOQUE,NEGATIVO,CAT 127,1,AUTOMOVIL,6703,Cali,Colombia,0,128574675,"Carrera 98, Lili, Comuna 17, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760026, Colombia",highway,tertiary,3.37078172,-76.5235806
AI004473,14/03/2024,Con lesionado,CARRERA 98 CALLE 42,CHOQUE,NEGATIVO,AGENTE CAD 123,2,MOTOCICLETA,6703,Cali,Colombia,0,128574675,"Carrera 98, Lili, Comuna 17, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760026, Colombia",highway,tertiary,3.37078172,-76.5235806
AI007796,03/06/2024,Con lesionado,CARRERA 98 CALLE 45,CHOQUE,CON HERIDOS,CAT 127,2,AUTOMOVIL,6957,Cali,Colombia,0,128574675,"Carrera 98, Lili, Comuna 17, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760026, Colombia",highway,tertiary,3.37078172,-76.5235806
AI005970,18/04/2024,Solo Da�os,CARRERA 98 CALLE 54,CHOQUE,SOLO DA�OS,CAT 127,1,AUTOMOVIL,6211,Cali,Colombia,0,128574675,"Carrera 98, Lili, Comuna 17, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760026, Colombia",highway,tertiary,3.37078172,-76.5235806
AI010136,06/08/2024,Negativo,CALLE 13 & CARRERA 98,ATROPELLO,NEGATIVO,AGENTE RADIO,1,AUTOMOVIL,7805,Cali,Colombia,0,437352741,"Carrera 98, Urbanización San Joaquín, Comuna 17, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760026, Colombia",highway,tertiary,3.370944088,-76.52813748
AI010288,12/08/2024,Con lesionado,CALLE 13 & CARRERA 98,CHOQUE,CON HERIDOS,AGENTE RADIO,2,AUTOMOVIL,7805,Cali,Colombia,0,437352741,"Carrera 98, Urbanización San Joaquín, Comuna 17, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760026, Colombia",highway,tertiary,3.370944088,-76.52813748
AI009456,19/07/2024,Con lesionado,CALLE 25 & CARRERA 98,CHOQUE,CON HERIDOS,AGENTE RADIO,2,MOTOCICLETA,7527,Cali,Colombia,0,437352741,"Carrera 98, Urbanización San Joaquín, Comuna 17, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760026, Colombia",highway,tertiary,3.370944088,-76.52813748
AI009642,24/07/2024,Con lesionado,CALLE 25 & CARRERA 98,CHOQUE,CON HERIDOS,AGENTE RADIO,1,MOTOCICLETA,7527,Cali,Colombia,0,437352741,"Carrera 98, Urbanización San Joaquín, Comuna 17, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760026, Colombia",highway,tertiary,3.370944088,-76.52813748
AI009787,28/07/2024,Negativo,CALLE 25 & CARRERA 98,ATROPELLO,NEGATIVO,AGENTE RADIO,1,AUTOMOVIL,7527,Cali,Colombia,0,437352741,"Carrera 98, Urbanización San Joaquín, Comuna 17, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760026, Colombia",highway,tertiary,3.370944088,-76.52813748
AI010254,11/08/2024,Solo Da�os,CALLE 25 & CARRERA 98,CHOQUE,SOLO DA�OS,CAT 127,2,AUTOMOVIL,7527,Cali,Colombia,0,437352741,"Carrera 98, Urbanización San Joaquín, Comuna 17, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760026, Colombia",highway,tertiary,3.370944088,-76.52813748
AI010267,12/08/2024,Con lesionado,CALLE 25 & CARRERA 98,CHOQUE,CON HERIDOS,CAT 127,2,MOTOCICLETA,7527,Cali,Colombia,0,437352741,"Carrera 98, Urbanización San Joaquín, Comuna 17, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760026, Colombia",highway,tertiary,3.370944088,-76.52813748
AI002303,26/01/2024,Con lesionado,CALLE 25 CARRERA 98,VOLCAMIENTO,POSITIVO,CAT 127,1,BICICLETA,5135,Cali,Colombia,0,437352741,"Carrera 98, Urbanización San Joaquín, Comuna 17, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760026, Colombia",highway,tertiary,3.370944088,-76.52813748
AI002603,01/02/2024,Negativo,CALLE 25 CARRERA 98,CHOQUE,POSITIVO,CAT 127,2,CAMION,5135,Cali,Colombia,0,437352741,"Carrera 98, Urbanización San Joaquín, Comuna 17, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760026, Colombia",highway,tertiary,3.370944088,-76.52813748
AI006629,04/05/2024,Solo da�os,CALLE 25 CARRERA 98,CHOQUE,SOLO DA�OS,CAT 127,2,AUTOMOVIL,5135,Cali,Colombia,0,437352741,"Carrera 98, Urbanización San Joaquín, Comuna 17, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760026, Colombia",highway,tertiary,3.370944088,-76.52813748
AI007356,23/05/2024,Solo da�os,CALLE 25 CARRERA 98,CHOQUE,SOLO DA�OS,CAT 127,2,AUTOMOVIL,5135,Cali,Colombia,0,437352741,"Carrera 98, Urbanización San Joaquín, Comuna 17, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760026, Colombia",highway,tertiary,3.370944088,-76.52813748
AI007817,03/06/2024,Con lesionado,CALLE 25 CARRERA 98,ATROPELLO,CON HERIDOS,AGENTE RADIO,1,AUTOMOVIL,5135,Cali,Colombia,0,437352741,"Carrera 98, Urbanización San Joaquín, Comuna 17, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760026, Colombia",highway,tertiary,3.370944088,-76.52813748
AI007819,03/06/2024,Con lesionado,CALLE 25 CARRERA 98,CHOQUE,CON HERIDOS,AGENTE RADIO,2,MOTOCICLETA,5135,Cali,Colombia,0,437352741,"Carrera 98, Urbanización San Joaquín, Comuna 17, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760026, Colombia",highway,tertiary,3.370944088,-76.52813748
AI003475,20/02/2024,Con lesionado,CALLE 25 CARRERA 98,CHOQUE,CON HERIDOS,AGENTE RADIO,2,MOTOCICLETA,5135,Cali,Colombia,0,437352741,"Carrera 98, Urbanización San Joaquín, Comuna 17, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760026, Colombia",highway,tertiary,3.370944088,-76.52813748
AI0001860,15/01/2024,Con lesionado,CALLE 42 CARRERA 98,CHOQUE,POSITIVO,CAT 127,2,AUTOMOVIL,4977,Cali,Colombia,0,437352741,"Carrera 98, Urbanización San Joaquín, Comuna 17, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760026, Colombia",highway,tertiary,3.370944088,-76.52813748
AI003244,15/02/2024,Negativo,CALLE 48 CARRERA 98,CHOQUE,NEGATIVO,AGENTE RADIO,1,AUTOMOVIL,5414,Cali,Colombia,0,437352741,"Carrera 98, Urbanización San Joaquín, Comuna 17, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760026, Colombia",highway,tertiary,3.370944088,-76.52813748
AI008274,16/06/2024,Solo Da�os,CALLE 5 CARRERA 98,CHOQUE,CON MUERTOS,CAT 127,1,MOTOCICLETA,7136,Cali,Colombia,0,437352741,"Carrera 98, Urbanización San Joaquín, Comuna 17, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760026, Colombia",highway,tertiary,3.370944088,-76.52813748
AI009038,08/07/2024,Con lesionado,CARRERA 98 & CALLE 50,CHOQUE,CON HERIDOS,AGENTE RADIO,1,AUTOMOVIL,7357,Cali,Colombia,0,437352741,"Carrera 98, Urbanización San Joaquín, Comuna 17, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760026, Colombia",highway,tertiary,3.370944088,-76.52813748
AI003996,03/03/2024,Con lesionado,CARRERA 98 CALLE 16,CHOQUE,POSITIVO,AGENTE RADIO,2,AUTOMOVIL,5558,Cali,Colombia,0,437352741,"Carrera 98, Urbanización San Joaquín, Comuna 17, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760026, Colombia",highway,tertiary,3.370944088,-76.52813748
AI002254,24/01/2024,Con lesionado,CARRERA 98 CALLE 33,CHOQUE,POSITIVO,CAT 127,2,AUTOMOVIL,5116,Cali,Colombia,0,437352741,"Carrera 98, Urbanización San Joaquín, Comuna 17, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760026, Colombia",highway,tertiary,3.370944088,-76.52813748
AI004376,11/03/2024,Solo Da�os,CARRERA 98 CALLE 34,CHOQUE,NEGATIVO,AGENTE RADIO,1,AUTOMOVIL,9107,Cali,Colombia,0,437352741,"Carrera 98, Urbanización San Joaquín, Comuna 17, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760026, Colombia",highway,tertiary,3.370944088,-76.52813748
AI0001790,12/01/2024,Negativo,CARRERA 98 CALLE 48,CHOQUE,POSITIVO,AGENTE RADIO,2,AUTOMOVIL,4932,Cali,Colombia,0,437352741,"Carrera 98, Urbanización San Joaquín, Comuna 17, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760026, Colombia",highway,tertiary,3.370944088,-76.52813748
AI008545,22/06/2024,Con lesionado,CARRERA 98 CALLE 50,CHOQUE,CON HERIDOS,AGENTE CAD 123,2,AUTOMOVIL,7248,Cali,Colombia,0,437352741,"Carrera 98, Urbanización San Joaquín, Comuna 17, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760026, Colombia",highway,tertiary,3.370944088,-76.52813748
AI012595,09/10/2024,Con lesionado,CALLE 11  & CARRERA 100A,CHOQUE,CON HERIDOS,AGENTE RADIO,2,MOTOCICLETA,8865,Cali,Colombia,0,223432962,"Carrera 100A, Altos de Santa Elena, Polvorines, Comuna 18, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760032, Colombia",highway,residential,3.370966729,-76.5561648
AI008823,02/07/2024,Con lesionado,CALLE 59 & CARRERA 97B,CHOQUE,CON HERIDOS,CAT 127,1,MOTOCICLETA,7282,Cali,Colombia,0,251572315,"Carrera 97B, Lili, Comuna 17, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760026, Colombia",highway,residential,3.37128591,-76.5189157
AI010809,27/08/2024,Con lesionado,CALLE 42  & CARRERA 97A,CHOQUE,CON HERIDOS,CAT 127,2,AUTOMOVIL,8094,Cali,Colombia,0,128574668,"Carrera 97A, Lili, Comuna 17, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760026, Colombia",highway,residential,3.3716572,-76.518872
AI008812,02/07/2024,Con lesionado,CALLE 48 & CARRERA 99,CHOQUE,CON HERIDOS,CAT 127,2,MOTOCICLETA,7277,Cali,Colombia,0,589723301,"Carrera 99, Altos de Santa Elena, Polvorines, Comuna 18, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760032, Colombia",highway,residential,3.371677719,-76.55004583
AI004726,19/03/2024,Con lesionado,CALLE 48 CARRERA 99,CHOQUE,POSITIVO,CAT 127,2,AUTOMOVIL,5706,Cali,Colombia,0,589723301,"Carrera 99, Altos de Santa Elena, Polvorines, Comuna 18, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760032, Colombia",highway,residential,3.371677719,-76.55004583
AI004416,12/03/2024,Negativo,CARRERA 99 CALLE 48,CHOQUE,NEGATIVO,AGENTE CAD 123,2,AUTOMOVIL,9121,Cali,Colombia,0,589723301,"Carrera 99, Altos de Santa Elena, Polvorines, Comuna 18, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760032, Colombia",highway,residential,3.371677719,-76.55004583
AI005822,14/04/2024,Con lesionado,CARRERA 98 CALLE 18,CHOQUE,CON HERIDOS,AGENTE RADIO,2,MOTOCICLETA,6153,Cali,Colombia,0,589723300,"Carrera 98, Sector Meléndez, Comuna 18, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760032, Colombia",highway,residential,3.371890063,-76.54895627
AI007812,03/06/2024,Negativo,CARRERA 98 CALLE 18,CHOQUE,CON MUERTOS,CAT 127,1,BUSETA,6153,Cali,Colombia,0,589723300,"Carrera 98, Sector Meléndez, Comuna 18, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760032, Colombia",highway,residential,3.371890063,-76.54895627
AI009444,19/07/2024,Con fallecido,CALLE 18 & CARRERA 98,VOLCAMIENTO,CON MUERTOS,CAT 127,1,MOTOCICLETA,7522,Cali,Colombia,0,589722601,"Carrera 98, El Jordán, Comuna 18, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760032, Colombia",highway,residential,3.37209429,-76.54932239
AI008893,03/07/2024,Con fallecido,CARRERA 98 # 18 - 49,CHOQUE,CON MUERTOS,CAT 127,2,CAMION,7305,Cali,Colombia,0,589722601,"Carrera 98, El Jordán, Comuna 18, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760032, Colombia",highway,residential,3.37209429,-76.54932239
AI009024,07/07/2024,Solo Da�os,CARRERA 98 # 18 - 49,CHOQUE,CON MUERTOS,CAT 127,2,AUTOMOVIL,7305,Cali,Colombia,0,589722601,"Carrera 98, El Jordán, Comuna 18, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760032, Colombia",highway,residential,3.37209429,-76.54932239
AI009631,24/07/2024,Negativo,CARRERA 98 & CALLE 18,CHOQUE,NEGATIVO,AGENTE CAD 123,1,MOTOCICLETA,7591,Cali,Colombia,0,589722601,"Carrera 98, El Jordán, Comuna 18, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760032, Colombia",highway,residential,3.37209429,-76.54932239
AI012617,10/10/2024,Negativo,CALLE 25  & CARRERA 100,CHOQUE,NEGATIVO,AGENTE RADIO,2,AUTOMOVIL,8902,Cali,Colombia,0,600004501,"Carrera 100, Ciudad Campestre, Comuna 22, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760032, Colombia",highway,primary,3.372198491,-76.53956611
AI008012,08/06/2024,Negativo,CALLE 13 CARRERA 98,CHOQUE,NEGATIVO,CAT 127,2,AUTOMOVIL,7044,Cali,Colombia,0,589723306,"Carrera 98, Altos de Santa Elena, Polvorines, Comuna 18, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760032, Colombia",highway,residential,3.372314,-76.5517184
117764,14/05/2016,Negativo,Calle 16 Carrera 98,.,Negativo,.,2,AUTOMOVIL,1072,Cali,Colombia,0,589723306,"Carrera 98, Altos de Santa Elena, Polvorines, Comuna 18, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760032, Colombia",highway,residential,3.372314,-76.5517184
AI005253,02/04/2024,Con lesionado,CALLE 28 CARRERA 98,CHOQUE,CON HERIDOS,CAT 127,2,AUTOMOVIL,5910,Cali,Colombia,0,589723306,"Carrera 98, Altos de Santa Elena, Polvorines, Comuna 18, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760032, Colombia",highway,residential,3.372314,-76.5517184
AI000001404,30/12/2023,Con lesionado,CARRERA 98   CALLE 16,CHOQUE,POSITIVO,AGENTE RADIO,2,AUTOMOVIL,4769,Cali,Colombia,0,589723306,"Carrera 98, Altos de Santa Elena, Polvorines, Comuna 18, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760032, Colombia",highway,residential,3.372314,-76.5517184
AI009451,19/07/2024,Con fallecido,CALLE 48 & CARRERA 97,CHOQUE,CON MUERTOS,CAT 127,3,VOLQUETA,7524,Cali,Colombia,0,121741119,"Carrera 97, El Jordán, Comuna 18, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760032, Colombia",highway,residential,3.372635063,-76.55085346
AI012001,24/09/2024,Con lesionado,CALLE 11  & CARRERA 100,CHOQUE,CON HERIDOS,CAT 127,2,BUS,8614,Cali,Colombia,0,297310320,"Carrera 100, Multicentro, Unicentro Cali, Comuna 17, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760032, Colombia",highway,primary,3.372699343,-76.53965907
AI012423,04/10/2024,Con fallecido,CALLE 11  & CARRERA 100,CHOQUE,CON MUERTOS,AGENTE RADIO,1,MOTOCICLETA,8614,Cali,Colombia,0,297310320,"Carrera 100, Multicentro, Unicentro Cali, Comuna 17, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760032, Colombia",highway,primary,3.372699343,-76.53965907
AI012620,10/10/2024,Con lesionado,CALLE 11  & CARRERA 100,CHOQUE,CON HERIDOS,CAT 127,2,AUTOMOVIL,8614,Cali,Colombia,0,297310320,"Carrera 100, Multicentro, Unicentro Cali, Comuna 17, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760032, Colombia",highway,primary,3.372699343,-76.53965907
AI005320,03/04/2024,Con lesionado,CALLE 11 CARRERA 100,ATROPELLO,CON HERIDOS,AGENTE RADIO,1,MOTOCICLETA,5930,Cali,Colombia,0,297310320,"Carrera 100, Multicentro, Unicentro Cali, Comuna 17, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760032, Colombia",highway,primary,3.372699343,-76.53965907
AI005342,04/04/2024,Negativo,CALLE 11 CARRERA 100,CHOQUE,NEGATIVO,CAT 127,2,AUTOMOVIL,5930,Cali,Colombia,0,297310320,"Carrera 100, Multicentro, Unicentro Cali, Comuna 17, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760032, Colombia",highway,primary,3.372699343,-76.53965907
AI007603,29/05/2024,Con lesionado,CALLE 11 CARRERA 100,CHOQUE,CON HERIDOS,CAT 127,2,MOTOCICLETA,5930,Cali,Colombia,0,297310320,"Carrera 100, Multicentro, Unicentro Cali, Comuna 17, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760032, Colombia",highway,primary,3.372699343,-76.53965907
AI007019,14/05/2024,Negativo,CALLE 12 CARRERA 100,CHOQUE,NEGATIVO,CAT 127,2,MOTOCICLETA,6636,Cali,Colombia,0,297310320,"Carrera 100, Multicentro, Unicentro Cali, Comuna 17, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760032, Colombia",highway,primary,3.372699343,-76.53965907
AI000001235,26/12/2023,Negativo,CALLE 16   CARRERA 100,CHOQUE,POSITIVO,CAT 127,2,AUTOMOVIL,4715,Cali,Colombia,0,297310320,"Carrera 100, Multicentro, Unicentro Cali, Comuna 17, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760032, Colombia",highway,primary,3.372699343,-76.53965907
